Stap;Bijbeltekst;Bijbelvertaling;Bijbelvers;Beeld;Bijbeloproep (synopsis);Bronnen;Overige;Muziek
62;Luk 12:42-48;HSV;"En de Heere zei: Wie is dan de trouwe en verstandige rentmeester, die de heer over zijn huisbedienden zal aanstellen om aan hen op de juiste tijd het voedsel te geven dat hun toekomt?
43. Zalig de slaaf die door zijn heer bij zijn komst zo handelend aangetroffen zal worden.
44. Werkelijk, Ik zeg u dat hij hem over al zijn bezittingen zal aanstellen.
45. Als die slaaf echter in zijn hart zou zeggen: Mijn heer blijft nog lang weg, en zou beginnen de knechten en de dienstmeisjes te slaan, te eten en te drinken en dronken te worden,
46. dan zal de heer van deze slaaf komen op een dag waarop hij hem niet verwacht, en op een uur dat hij niet weet; en hij zal hem in stukken houwen en hem in het lot doen delen van hen die ontrouw zijn.
47. En die slaaf die de wil van zijn heer gekend heeft en geen voorbereidingen getroffen heeft en ook niet naar zijn wil gehandeld heeft, zal met veel slagen geslagen worden.
48. Wie echter zijn wil niet gekend heeft en dingen gedaan heeft die slagen verdienen, zal met weinig slagen geslagen worden. En van ieder aan wie veel gegeven is, zal veel teruggevraagd worden en van hem aan wie men veel toevertrouwd heeft, zal men des te meer eisen.";;;;;
63;Mat 24:14-30;HSV;"Want het is als iemand die naar het buitenland ging, zijn eigen dienaren bij zich riep en hun zijn bezittingen toevertrouwde.
15. En aan de één gaf hij vijf talenten, aan de ander twee en aan de derde één, ieder naar zijn bekwaamheid, en hij reisde meteen weg.
16. Hij die de vijf talenten ontvangen had, ging weg en handelde daarmee en hij verdiende vijf andere talenten erbij.
17. Evenzo verdiende degene die de twee talenten ontvangen had, er nog twee bij.
18. Maar hij die het ene ontvangen had, ging weg en groef een gat in de grond en verborg het geld van zijn heer.
19. Na lange tijd kwam de heer van die dienaren terug en hield afrekening met hen.
20. En degene die de vijf talenten ontvangen had, kwam en bracht nog vijf talenten bij hem, en hij zei: Heer, vijf talenten hebt u mij gegeven; zie, nog vijf talenten heb ik aan winst gemaakt.
21. Zijn heer zei tegen hem: Goed gedaan, goede en trouwe dienaar, over weinig bent u trouw geweest, over veel zal ik u aanstellen; ga in, in de vreugde van uw heer.
22. En degene die de twee talenten ontvangen had, kwam ook naar hem toe en zei: Heer, twee talenten hebt u mij gegeven, zie, twee andere talenten heb ik aan winst gemaakt.
23. Zijn heer zei tegen hem: Goed gedaan, goede en trouwe dienaar, over weinig bent u trouw geweest, over veel zal ik u aanstellen; ga in, in de vreugde van uw heer.
24. Maar hij die het ene talent ontvangen had, kwam ook en zei: Heer, ik wist dat u een streng man bent, omdat u maait waar u niet gezaaid hebt, en inzamelt van de plaats waar u niet gestrooid hebt.
25. En ik ben bevreesd weggegaan en heb uw talent verborgen in de grond; zie, hier hebt u het uwe.
26. Maar zijn heer antwoordde en zei tegen hem: Slechte en luie dienaar, u wist dat ik maai waar ik niet gezaaid heb en van de plaats inzamel waar ik niet gestrooid heb.
27. Dan had u mijn geld aan de bankiers moeten geven, en ik zou bij mijn komst het mijne met rente teruggekregen hebben.
28. Neem daarom het talent van hem af en geef het aan hem die de tien talenten heeft.
29. Want ieder die heeft, aan hem zal gegeven worden, en hij zal overvloedig hebben; maar van hem die niet heeft, van hem zal afgenomen worden ook wat hij heeft.
30. En werp de onnutte dienaar uit in de buitenste duisternis; daar zal gejammer zijn en tandengeknars.";;Gebruik je talenten tot eer van de Vader;;;
64;Mat 25:35a;;Want Ik had honger en u hebt Mij te eten gegeven;;Geef de (lichamelijk, emotioneel en geestelijk) hongerigen te eten;https://www.gastinbethel.nl/bijbelverhalen/jezus-zegt-ik-ben-het-brood-des-levens/;;
64;Jes 58:7;HSV;Is het niet [dit], dat u uw brood deelt met wie honger lijdt.;;;;;
64;Jes 58:9-10;HSV;Dan zult u roepen en de HEERE zal antwoorden, [dan] zult u om hulp roepen en Hij zal zeggen: Zie, [hier] ben Ik [...] als u uw hart opent voor de hongerigen, en de verdrukte ziel verzadigt, dan zal uw licht in de duisternis opgaan, en uw donkerheid als de middag zijn.;;;;;
64;Joh 6:51;NaB;"ik ben het levende brood dat is neergedaald uit de hemel; als iemand eet van dit brood zal hij leven tot in eeuwigheid; het brood dat ik ga geven is mijn vlees, voor het leven der wereld!";;;;;
64;Rom 12:20;HSV;Als dan uw vijand honger heeft, geef hem te eten, [...], want door dat te doen, zult u vurige kolen op zijn hoofd hopen.;;;;;
64;Jak 2:15-16;HSV;"Als er nu een broeder of zuster zonder kleding zou zijn en gebrek zou hebben aan dagelijks voedsel,
16. en iemand van u zou tegen hen zeggen: Ga heen in vrede, word warm en word verzadigd, en u zou hun niet geven wat het lichaam nodig heeft, wat voor nut heeft dat dan?";;;;;
64;Luk 3:11;HSV;Hij antwoordde en zei tegen hen: Wie twee stel onderkleren heeft, moet delen met hem die er geen heeft, en wie voedsel heeft, moet ook zo doen.;;;;;
64;Luk 14:12-14;HSV;"En Hij zei ook tegen hem die Hem uitgenodigd had: Wanneer u een middag- of avondmaaltijd houdt, roep dan niet uw vrienden, ook niet uw broers, en niet uw familieleden of rijke buren, opdat ook zij u niet op hun beurt terugvragen en het u vergolden wordt.
13. Wanneer u echter een feestmaaltijd gereedmaakt, nodig dan armen, verminkten, kreupelen en blinden.
14. En u zult zalig zijn, omdat zij niets hebben om u te vergelden. Want het zal u vergolden worden in de opstanding van de rechtvaardigen.";;;;;
64;Neh 8:11;HSV;Verder zei hij tegen hen: Ga, eet lekkernijen en drink zoete dranken. En deel uit aan hen voor wie niets is klaargemaakt, want deze dag is heilig voor onze Heere. Wees niet bedroefd, want de vreugde van de HEERE, dat is uw kracht.;;;;;
64;Spr 3:28;HSV;Zeg niet tegen je naaste: Ga heen en kom nog eens terug en morgen zal ik het geven, terwijl het bij jou is.;;;;;
65;Mat 25:35b;HSV;Ik had dorst en u hebt Mij te drinken gegeven;;Geef de (lichamelijk, emotioneel en geestelijk) dorstige te drinken;;;
65;Jes 58:11;HSV;"En de HEERE zal u voortdurend leiden, Hij zal uw ziel in dorre streken verzadigen, uw beenderen kracht geven; u zult zijn als een bevloeide tuin, als een bron waarvan het water nooit ontbreekt.";;;;;
65;Rom 12:20;HSV;Als dan uw vijand […] dorst heeft, geef hem te drinken, want door dat te doen, zult u vurige kolen op zijn hoofd hopen.;;;;;
65;Opb 22:17;NaB;"En de Geest en de bruid zeggen: kom! En wie het hoort, laat hij zeggen: kom! En wie dorst heeft: laat hij komen; wie wil, laat hij het levenswater nemen om niet.";;;;;
66;Mat 25:36;HSV;"[Ik was] naakt en u hebt Mij gekleed;";;Kleed de (lichamelijk, emotioneel en geestelije) naakten;;;
66;Jes 58:7;HSV;Is het niet [dit], dat u, als u een naakte ziet, u hem kleedt.;;;;;
66;Mat 13:5-6;HSV;"Een ander deel viel op steenachtige plaatsen, waar het niet veel aarde had; en het kwam meteen op, doordat het geen diepte van aarde had.
6. En toen de zon opgegaan was, verschroeide het; en doordat het geen wortel had, verdorde het.";;;;;
66;Jak 2:15-16;HSV;"Als er nu een broeder of zuster zonder kleding zou zijn en gebrek zou hebben aan dagelijks voedsel,
16. en iemand van u zou tegen hen zeggen: Ga heen in vrede, word warm en word verzadigd, en u zou hun niet geven wat het lichaam nodig heeft, wat voor nut heeft dat dan?";;;;;
66;Spr 19:17;HSV;Wie zich ontfermt over de arme, leent uit aan de HEERE.  Hij zal hem zijn weldaad vergelden.;;;;;
66;Spr 14:31;HSV;Wie een geringe onderdrukt, smaadt diens Maker, maar wie zich over een arme ontfermt, eert Hem.;;;;;
66;Luk 3:11a;HSV;Hij antwoordde en zei tegen hen: Wie twee stel onderkleren heeft, moet delen met hem die er geen heeft;;;;;
67;Mat 25:36;HSV;Ik ben ziek geweest en u hebt mij bezocht;;Zie om naar de (lichamelijk, emotioneel en geestelijk) zieken;;;
67;Luk 4:18;HSV;"De Geest van de Heere is op Mij, omdat Hij Mij gezalfd heeft; Hij heeft Mij gezonden om […] te genezen wie gebroken van hart zijn";;;;;
67;Luk 14:12-14;HSV;"En Hij zei ook tegen hem die Hem uitgenodigd had: Wanneer u een middag- of avondmaaltijd houdt, roep dan niet uw vrienden, ook niet uw broers, en niet uw familieleden of rijke buren, opdat ook zij u niet op hun beurt terugvragen en het u vergolden wordt.
13. Wanneer u echter een feestmaaltijd gereedmaakt, nodig dan armen, verminkten, kreupelen en blinden.
14. En u zult zalig zijn, omdat zij niets hebben om u te vergelden. Want het zal u vergolden worden in de opstanding van de rechtvaardigen.";;;;;
68;Mat 25:36;HSV;Ik was in de gevangenis en u bent bij Mij gekomen.;;Zie om naar de (lichamelijk, emotioneel en geestelijk) gevangenen;;;
68;Heb 13:3;HSV;Denk aan de gevangenen alsof u zelf ook gevangen bent;;;;;
68;2 Tim 1:16-17;HSV;"Moge de Heere aan het huis van Onesiforus barmhartigheid bewijzen, want hij heeft mij vaak bemoedigd en heeft zich voor mijn boeien niet geschaamd.
17. Integendeel, toen hij in Rome aangekomen was, heeft hij mij ijverig gezocht, en hij heeft mij gevonden.";;;;;
68;Luk 4:18;HSV;"De Geest van de Heere is op Mij, omdat Hij Mij gezalfd heeft; Hij heeft Mij gezonden om […] aan gevangenen vrijlating te prediken en aan blinden het gezichtsvermogen.";;;;;
68;Jes 42:6-7;HSV;"Ík, de HEERE, heb U geroepen in gerechtigheid,
Ik zal U bij Uw hand grijpen,
Ik zal U beschermen en Ik zal U stellen
tot een verbond voor het volk, tot een licht voor de heidenvolken,
7. om blinde ogen te openen,
om gevangenen uit de kerker te leiden,
uit de gevangenis wie in duisternis zitten.";;;;;
68;Jes 61:1;HSV;"De Geest van de Heere HEERE is op Mij,
omdat de HEERE Mij gezalfd heeft
om een blijde boodschap te brengen aan de zachtmoedigen.
Hij heeft Mij gezonden om te verbinden de gebrokenen van hart,
om voor de gevangenen vrijlating uit te roepen
en voor wie gebonden zaten, opening van de gevangenis;";;;;;
69;Mat 26:26-28;HSV;"En terwijl zij aten, nam Jezus het brood en toen Hij het gezegend had, brak Hij het en gaf het aan de discipelen en Hij zei: Neem, eet, dit is Mijn lichaam.
27. Hij nam ook de drinkbeker en nadat Hij gedankt had, gaf Hij hun die, en zei: Drink allen daaruit,
28. want dit is Mijn bloed, het bloed van het nieuwe verbond, dat voor velen vergoten wordt tot vergeving van zonden.";;Herdenk het lijden en sterven van Jezus d.m.v. het vieren van het avondmaal;;;
69;Mar 14:22-25;HSV;"En terwijl zij aten, nam Jezus brood en toen Hij het gezegend had, brak Hij het en gaf het hun en zei: Neem, eet, dit is Mijn lichaam.
23. En Hij nam de drinkbeker en nadat Hij gedankt had, gaf Hij hun die en zij dronken er allen uit.
24. En Hij zei tegen hen: Dit is Mijn bloed, het bloed van het nieuwe testament, dat voor velen vergoten wordt.
25. Voorwaar, Ik zeg u dat Ik niet meer zal drinken van de vrucht van de wijnstok tot op de dag wanneer Ik die nieuw zal drinken in het Koninkrijk van God.";;;;;
69;Luk 22:17-20;HSV;"En nadat Hij een drinkbeker genomen had en gedankt had, zei Hij: Neem deze en deel hem onder elkaar.
18. Want Ik zeg u dat Ik niet drinken zal van de vrucht van de wijnstok, totdat het Koninkrijk van God gekomen is.
19. En Hij nam brood en nadat Hij gedankt had, brak Hij het en gaf het aan hen met de woorden: Dit is Mijn lichaam, dat voor u gegeven wordt. Doe dat tot Mijn gedachtenis.
20. Evenzo nam Hij ook de drinkbeker na het gebruiken van de maaltijd en zei: Deze drinkbeker is het nieuwe testament in Mijn bloed, dat voor u vergoten wordt.";;;;;
69;1 Kor 11:23-26;HSV;"Want ik heb van de Heere ontvangen, wat ik u ook heb overgeleverd, dat de Heere Jezus in de nacht waarin Hij werd verraden, brood nam,
24. en nadat Hij gedankt had, brak Hij het en zei: Neem, eet, dit is Mijn lichaam, dat voor u gebroken wordt. Doe dat tot Mijn gedachtenis.
25. Evenzo nam Hij ook de drinkbeker, na het gebruiken van de maaltijd, en zei: Deze drinkbeker is het nieuwe testament in Mijn bloed. Doe dat, zo dikwijls als u die drinkt, tot Mijn gedachtenis.
26. Want zo dikwijls als u dit brood eet en deze drinkbeker drinkt, verkondig de dood van de Heere, totdat Hij komt.";;;;;
70;Mat 28:19;HSV;Ga dan heen, onderwijs al de volken, hen dopend in de Naam van de Vader en van de Zoon en van de Heilige Geest, hun lerend alles wat Ik u geboden heb, in acht te nemen.;;Laat je dopen;;;
70;Han 10:48;HSV;En hij beval dat zij gedoopt zouden worden in de Naam van de Heere;;;;;
70;Mat 28:19;NaB;maakt dan voort, maakt alle volkeren tot leerlingen, hen dopend in de naam van de Vader en van de Zoon en van de heilige Geest, hen onderrichtend in het bewaren van al wat ik u heb geboden;;;;;
70;Mar 1:5,8;HSV;"En heel het Judese land en de inwoners van Jeruzalem liepen naar hem uit; en zij werden allen door hem gedoopt in de rivier de Jordaan, terwijl zij hun zonden beleden. […]
8. Ik heb u wel gedoopt met water, maar Hij zal u dopen met de Heilige Geest. ";;;;;
70;Mar 16:16;HSV;Wie geloofd zal hebben en gedoopt zal zijn, zal zalig worden, maar wie niet geloofd zal hebben, zal verdoemd worden.;;;;;
71;Mat 28:20;NaB;en zie, ik ben met u, al de dagen, tot aan de voleinding van de wereld.;;Houd altijd voor ogen dat Jezus bij ons is;;;
71;Joh 14:18;HSV;"Ik zal u niet als wezen achterlaten; Ik kom weer naar u toe.";;;;;
72;Luk 1:50;HSV;Zijn barmhartigheid is van geslacht tot geslacht over hen die Hem vrezen.;;Zijn barmhartigheid is van geslacht tot geslacht over hen die Hem vrezen.;;;
72;Ex 20:5-6;HSV;"U zult zich daarvoor niet neerbuigen, en die niet dienen, want Ik, de HEERE, uw God, ben een na-ijverig God, Die de misdaad van de vaderen vergeldt aan de kinderen, aan het derde en vierde geslacht van hen die Mij haten,
6. maar Die barmhartigheid doet aan duizenden van hen die Mij liefhebben en Mijn geboden in acht nemen.";;;;;
72;Ps 34:10;HSV;Vrees de HEERE, u, Zijn heiligen, want wie Hem vrezen, hebben geen gebrek.;;;;;
72;Deut 17:19-20;HSV;Dat moet bij hem zijn en hij moet er alle dagen van zijn leven in lezen om de HEERE, zijn God, te leren vrezen en om alle woorden van deze wet en deze verordeningen in acht te nemen door ze te houden, 20 opdat zijn hart zich niet verheft boven zijn broeders, opdat hij niet afwijkt van het gebod, naar rechts of naar links en opdat hij zijn dagen verlengt in zijn koninkrijk, hij en zijn zonen, te midden van Israël.;;;;;
73;Luk 1:76-77;HSV;En jij, kind, zult een profeet van de Allerhoogste genoemd worden, want je zult voor het aangezicht van de Heere uit gaan om Zijn wegen gereed te maken, 77 en om Zijn volk kennis van de zaligheid te geven in de vergeving van hun zonden,;;Ontvang vergeving dat Jezus Christus voor jouw zonden is gestorven en opgestaan;;;
73;Luk 5:20-24;HSV;"En toen Hij hun geloof zag, zei Hij tegen hem: Man, uw zonden zijn u vergeven.
21. En de schriftgeleerden en de Farizeeën begonnen te overleggen: Wie is deze Man Die godslastering spreekt? Wie kan zonden vergeven dan God alleen?
22. Maar Jezus, Die hun overwegingen kende, antwoordde en zei tegen hen: Wat overlegt u in uw hart?
23. Wat is gemakkelijker, te zeggen: Uw zonden zijn u vergeven, of te zeggen: Sta op en ga lopen?
24. Maar opdat u zult weten dat de Zoon des mensen macht heeft op de aarde om zonden te vergeven (zei Hij tegen de verlamde): Ik zeg u, sta op, neem uw bed op en ga naar uw huis.";;;;;
73;Luk 7:47;HSV;"Daarom zeg Ik u: Haar zonden, die veel waren, zijn haar vergeven, want zij heeft veel liefgehad; maar aan wie weinig vergeven wordt, die heeft weinig lief.";;;;;
73;Mat 9:1-6;HSV;"En nadat Hij in het schip gegaan was, voer Hij over en kwam in Zijn stad. En zie, men bracht een verlamde bij Hem, die op een bed lag.
2. En Jezus, Die hun geloof zag, zei tegen de verlamde: Zoon, heb goede moed, uw zonden zijn u vergeven.
3. En zie, sommigen van de schriftgeleerden zeiden bij zichzelf: Deze lastert God.
4. En Jezus, Die hun gedachten zag, zei: Waarom overweegt u verkeerde dingen in uw hart?
5. Want wat is gemakkelijker, te zeggen: De zonden zijn u vergeven? of te zeggen: Sta op en ga lopen?
6. Maar opdat u zult weten dat de Zoon des mensen macht heeft op de aarde zonden te vergeven (toen zei Hij tegen de verlamde): Sta op, neem uw bed op en ga naar uw huis.";;;;;
74;Luk 12:15;HSV;En Hij zei tegen hen: Kijk uit en wees op uw hoede voor de hebzucht. Immers, al heeft iemand overvloed, zijn leven behoort niet tot zijn bezit.;;Wees op uw hoede voor de hebzucht en tevreden met wat je hebt;;;
74;Luk 12:16-21;HSV;"En Hij zei tot hen een gelijkenis en sprak: Het land van een rijke man had veel opgebracht.
17. En hij overlegde bij zichzelf en zei: Wat zal ik doen? Want ik heb geen ruimte om mijn vruchten op te slaan.
18. En hij zei: Dit zal ik doen: ik zal mijn schuren afbreken en grotere bouwen en ik zal daarin al mijn koren en al mijn goederen opslaan.
19. En ik zal tegen mijn ziel zeggen: Ziel, u hebt veel goederen liggen voor veel jaren. Neem rust, eet, drink en wees vrolijk.
20. Maar God zei tegen hem: Dwaas! In deze nacht zal men uw ziel van u opeisen; en wat u gereedgemaakt hebt, voor wie zal het zijn?
21. Zo is het met hem die voor zichzelf schatten verzamelt en niet rijk is in God.";;;;;
74;Ef 5:3-4;HSV;"Maar ontucht en alle onreinheid of hebzucht, laten die onder u beslist niet genoemd worden, zoals het heiligen past,
4. en evenmin oneerbaarheid, dwaze praat en lichtzinnige taal, die onbehoorlijk zijn; maar veelmeer past dankzegging.";;;;;
74;1 Tim 6:6-10;HSV;"Maar de godsvrucht is inderdaad een bron van grote winst, vergezeld van tevredenheid.
7. Want wij hebben niets de wereld ingedragen, het is duidelijk dat wij ook niets daaruit kunnen wegdragen.
8. Als wij echter voedsel en kleding hebben, zullen wij daarmee tevreden zijn.
9. Maar wie rijk willen worden, vallen in verzoeking en in een strik en in veel dwaze en schadelijke begeerten, die de mensen doen wegzinken in verderf en ondergang.
10. Want geldzucht is een wortel van alle kwaad. Door daarnaar te verlangen, zijn sommigen afgedwaald van het geloof, en hebben zich met vele smarten doorstoken.";;;;;
74;Heb 13:5;HSV;Laat uw handelwijze zonder geldzucht zijn. Wees tevreden met wat u hebt, want Hij heeft Zelf gezegd: Ik zal u beslist niet loslaten en Ik zal u beslist niet verlaten.;;;;;
74;Luk 3:14;HSV;Ook de soldaten vroegen aan hem: En wij, wat moeten wij doen? Hij zei tegen hen: Val niemand lastig, pers niemand af en wees tevreden met uw soldij.;;Houd dan stand, uw middel omgord met de waarheid;;;
75;Luk 12:35;HSV;Laten uw lendenen omgord zijn en de lampen brandend.;;;;;
75;1 Pet 1:13;HSV;Omgord daarom de lendenen van uw verstand, wees nuchter en hoop volkomen op de genade die u gebracht wordt in de openbaring van Jezus Christus.;;;;;
75;;HSV;Efeze 6:14 Houd dan stand, uw middel omgord met de waarheid;;;;;
76;Luk 12:35;HSV;Laten uw lendenen omgord zijn en de lampen brandend.;;Houd uw olielamp gevuld;;;
76;Mat 25:1-13;HSV;"Dan zal het Koninkrijk der hemelen gelijk zijn aan tien meisjes, die hun lampen namen en op weg gingen, de bruidegom tegemoet.
2. Vijf van hen waren wijs en vijf waren dwaas.
3. Zij die dwaas waren, namen wel hun lampen maar geen olie met zich mee.
4. De wijzen namen met hun lampen ook olie mee in hun kruikjes.
5. Toen de bruidegom uitbleef, werden zij allen slaperig en vielen in slaap.
6. En te middernacht klonk er een geroep: Zie, de bruidegom komt, ga naar buiten, hem tegemoet!
7. Toen stonden al die meisjes op en maakten hun lampen in orde.
8. De dwazen zeiden tegen de wijzen: Geef ons van uw olie, want onze lampen gaan uit.
9. Maar de wijzen antwoordden: In geen geval, anders is er misschien niet genoeg voor ons en u. Ga liever naar de verkopers en koop olie voor uzelf.
10. Toen zij weggingen om olie te kopen, kwam de bruidegom; en zij die gereed waren, gingen met hem naar binnen naar de bruiloft, en de deur werd gesloten.
11. Later kwamen ook de andere meisjes, die zeiden: Heer, heer, doe ons open!
12. Hij antwoordde en zei: Voorwaar, ik zeg u: ik ken u niet.
13. Wees dan waakzaam, want u weet de dag en ook het uur niet waarop de Zoon des mensen komen zal.";;;;;
77;Luk 13:24-25;HSV;"Strijd om binnen te gaan door de nauwe poort, want velen, zeg Ik u, zullen proberen binnen te gaan en het niet kunnen,
25. namelijk vanaf het ogenblik dat de Heer des huizes is opgestaan en de deur heeft gesloten. Dan zult u beginnen buiten te staan en op de deur te kloppen en te zeggen: Heere, Heere, doe ons open. En Hij zal antwoorden en tegen u zeggen: Ik weet niet waar u vandaan komt.";;Strijd om binnen te gaan door de nauwe poort;;;
77;Mat 7:13-14;HSV;"Ga binnen door de nauwe poort, want wijd is de poort en breed is de weg die naar het verderf leidt, en velen zijn er die daardoor naar binnen gaan;
14. maar de poort is nauw en de weg is smal die naar het leven leidt, en weinigen zijn er die hem vinden.";;;;Bezoek de zieken. Jezus was vaak met diepe ontferming;
77;Joh 18:36;HSV;Jezus antwoordde: Mijn Koninkrijk is niet van deze wereld. Als Mijn Koninkrijk van deze wereld was, zouden Mijn dienaars gestreden hebben, opdat Ik niet aan de Joden overgeleverd zou worden, maar nu is Mijn Koninkrijk niet van hier.;;;;bewogen. Toon de bewogenheid die Jezus je geeft aan de;
77;1 Kor 9:24-25;NaB;"Ge wéét het: wie in het stadion hardlopen lopen állen hard maar slechts één behaalt de prijs; loopt dan zó dat ge die haalt! 25 Ieder die traint voor een wedstrijd beheerst zich in alles, zij om een vergankelijke krans te ontvangen, wij voor een onvergankelijke. ";;;;zieken. Niet alleen de lichamelijk zieken, maar ook de;
77;Kol 1:29;HSV;Daarvoor span ik me ook in en strijd ik, overeenkomstig Zijn werking, die met kracht in mij werkzaam is.;;;;geestelijk en emotionele zieken. Velen zijn beschadigd;
77;Kol 4:12;HSV;Epafras groet u, die er een van u is, een dienstknecht van Christus, die altijd voor u strijdt in de gebeden, opdat u, volmaakt en volkomen, vaststaat in heel de wil van God.;;;;geraakt door de gebrokenheid van deze wereld.;
77;1 Tim 6:12;HSV;Strijd de goede strijd van het geloof. Grijp naar het eeuwige leven, waartoe u ook geroepen bent en de goede belijdenis afgelegd hebt voor vele getuigen.;;;;;
77;2 Tim 4:7;HSV;Ik heb de goede strijd gestreden. Ik heb de loop tot een einde gebracht. Ik heb het geloof behouden.;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;Luk 14:15;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;Luk 6:37;HSV;"37 Oordeel niet en u zult niet geoordeeld worden; veroordeel niet en u zult niet veroordeeld worden; laat los en u zult losgelaten worden. 38 Geef en aan u zal gegeven worden: een goede, vastgedrukte, geschudde, overlopende maat zal men u in de schoot geven, want met dezelfde maat waarmee u meet, zal er bij u ook gemeten worden. ";;Laat los en u zult losgelaten worden;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;\;;;;;
;;;;;;;;
;Joh 17:9-10;HSV;" Ik bid voor hen. Ik bid niet voor de wereld, maar voor hen die U Mij gegeven hebt, want zij zijn van U.  En  al wat van Mij is, is van U, en wat van U is, is van Mij; en Ik ben in hen verheerlijkt. ";;Wij zijn geroepen om de Naam van God te verheerlijken, in Christus Jezus!;https://268generation.com/268declaration/;;
;Joh 17;HSV;Lees ook de rest van Joh 17! Jezus is gekomen om Zijn Naam te verheerlijken, en roept ook ons om hetzelfde te doen;;;beeld van zonnestraal en de zon? Zie boek verspil je leven niet van John Piper blz 57;;
;Jes 43:7;HSV;Ieder die genoemd is naar Mijn Naam, die heb Ik tot Mijn eer geschapen, die heb Ik geformeerd, ja, die heb Ik gemaakt. ;;;;;
;Ps 90:16-17;HSV;"Laat Uw werk aan Uw dienaren gezien worden, Uw glorie over hun kinderen. De lieflijkheid van de Heere, onze God, zij over ons; bevestig het werk van onze handen over ons, ja, het werk van onze handen, bevestig dat. ";;;;;
;1 Kor 1:24;HSV;Maar voor hen die geroepen zijn, zowel Joden als Grieken, prediken wij Christus, de kracht van God en  de wijsheid van God.;;;;;
;1 Kor 6:20;HSV;U bent immers duur gekocht. Verheerlijk daarom God in uw lichaam en in uw geest, die van God zijn.;;;;;
;Kol 1:16;HSV;"Want door Hem zijn alle dingen geschapen die in de hemelen en die op de aarde zijn, die zichtbaar en die onzichtbaar zijn: tronen, heerschappijen, overheden of machten; alle dingen zijn door Hem en voor Hem geschapen.";;;;;
;Ef 3:8-9;HSV;Mij,  de allerminste van alle heiligen, is deze genade gegeven, om  onder de heidenen door het Evangelie de onnaspeurlijke rijkdom van Christus te verkondigen, en allen te verlichten, opdat zij mogen begrijpen wat de gemeenschap  aan het geheimenis inhoudt, dat door de eeuwen heen verborgen is geweest in God, Die alle dingen  geschapen heeft door Jezus Christus, ;;;;;
;Luk 17:12-18;HSV;12 En toen Hij een zeker dorp wilde binnengaan, kwamen tien melaatse mannen naar Hem toe, die op een afstand bleven staan. 13 En zij verhieven hun stem en zeiden: Jezus, Meester, ontferm U over ons. 14 En toen Hij hen zag, zei Hij tegen hen: Ga heen en toon uzelf aan de priesters. En het gebeurde, terwijl zij heengingen, dat zij gereinigd werden. 15 En toen één van hen zag dat hij genezen was, keerde hij terug, terwijl hij met luide stem God verheerlijkte. 16 En hij wierp zich met het gezicht ter aarde voor Zijn voeten en dankte Hem. En dit was een Samaritaan. 17 Toen antwoordde Jezus en zei: Zijn niet de tien gereinigd? Waar zijn dan de negen anderen? 18 Zijn er dan geen anderen gevonden die terugkeren om God de eer te geven dan deze vreemdeling?;;;;;
;Joh 7:18;HSV;Wie vanuit zichzelf spreekt, zoekt zijn eigen eer, maar Wie de eer zoekt van Hem Die Hem gezonden heeft, Die is waarachtig en geen ongerechtigheid is in Hem.;;;;;
;1 Pet 4:10-11;HSV;"Laat ieder de anderen dienen met de genadegave zoals hij die ontvangen heeft, als goede beheerders van de veelsoortige genade van God. Als iemand spreekt, dan als iemand die de woorden van God spreekt; als iemand dient, dan als iemand die dient uit kracht die God schenkt; zodat God in alles verheerlijkt wordt door Jezus Christus. Hem komt de heerlijkheid en de kracht toe, tot in alle eeuwigheid. Amen.";;;;;
;Jes 26:9-9;HSV;"8 Ook in de weg van Uw oordelen, HEERE, hebben wij U verwacht; naar Uw Naam en naar Uw gedachtenis gaat het verlangen van onze ziel uit. 9 Met heel mijn ziel verlang ik naar U in de nacht, ja, met mijn geest diep in mij zoek ik U ernstig. Want wanneer Uw oordelen over de aarde komen, leren de bewoners van de wereld wat gerechtigheid is.";;;;;
